#Id	Chromosome	Start	End	Width	Type	fractionalCopyNumber	CopyNumber	Confidence	AlleleFreq	Mask_overlap_fract	Algorithm
90	23	2579724	45223687	47010716	gain	2.41186185381967	2	1	0.266146780354615	0.0918171400112001	Region-based
24	3	930198	73804209	22951267	gain	2.35275522722839	2	0.999999999999999	0.266146780354615	0	Region-based
11	1	28377312	39493048	1463319	loss	0.851824360342982	1	0.992020899601001	0.130279980937247	0	Region-based
58	6	95216851	112263535	3195695	loss	1.01961672602218	1	1	0.421654882386895	0.00318736589628394	Region-based
59	7	89934475	113054665	10178307.5	loss	1.04124488365585	1	1	0.478367348741306	0.00290813533576474	Region-based
9	3	36161409	40956367	2057474	loss	1.04124488365585	1	0.999999999999999	0.118146143581339	0.0162454699121712	Region-based
95	23	60445159	92014202	48920961	gain	2.41186185381967	2	1	0.142630968652394	0	Region-based
24	1	2856466	23881465	15876415	gain	2.35275522722839	2	0.999999882457457	0.488689489626151	0.0918171400112001	Region-based
42	5	144689308	170739897	16309812	gain	2.95735461577801	3	1	0.49019163698891	0.0717946720260567	Region-based
97	13	14568	29126411	28362744	loss	1.03269928314502	1	0.999999995818888	0.30246173295323	0.0405792412244605	Region-based
96	13	13249996	42051978	22951267	loss	1.01961672602218	1	1	0.266146780354615	0.0918171400112001	Region-based
153	13	2579724	73804209	29451451	loss	1.04124488365585	1	0.999999999999985	0.481931523275292	0.0918171400112001	Region-based
9	1	28377312	45227209	2057474	gain	2.41186185381967	2	0.999997253356092	0.219951173347812	0	Region-based
95	13	112266967	114364328	48920961	loss	1.01961672602218	1	1	0.453565386454208	0.218540608202636	Region-based
94	13	84667840	89932355	3195695	gain	3.97613134214632	3	1	0.588315000329735	0	Region-based
57	7	57042204	81008575	5372352	gain	3.97613134214632	3	0.999999999999985	0.523258228948969	0	Region-based
26	3	45227209	54550171	9322962	loss	1.56009765330438	2	1	0.142630968652394	0.00290813533576474	Region-based
127	23	84667840	92674023	8923780	loss	1.04124488365585	1	1	0.479377558172074	0.0162454699121712	Region-based
6	1	28377312	42052529	2155648	gain	3.3492234555198	3	0.999997253356092	0.523258228948969	0	Region-based
60	4	144689308	159334984	16309812	loss	1.56009765330438	2	1	0.421654882386895	0.042357201910114	Region-based
25	1	40956367	40959415	2057474	gain	2.28526193730479	2	0.992020899601001	0.205930926909833	0	Region-based
60	5	7.08215e+07	92674023	37642800	loss	1.01961672602218	1	1	0.461274159030851	0	Region-based
7	1	28377312	39493048	2478919	gain	2.60492346590646	3	0.999997253356092	0.281227909457752	0	Region-based
153	21	112266967	46709983	90996109	loss	1.04326530251739	1	1	0.479377558172074	0.218540608202636	Region-based
6	3	29126411	36161409	1092563	gain	2.23629228716268	2	0.999997253356092	0.176377613614197	0	Region-based
34	5	2856466	32307917	22951267	loss	1.03613695344942	1	0.999999999999999	0.30246173295323	0.0204804474792513	Region-based
8	1	29126411	42052529	1092563	loss	1.46770643929077	1	0.999942145834069	0.176377613614197	0	Region-based
25	1	54563285	62502633	1092563	loss	1.03269928314502	1	1	0.276124128991283	0.00290813533576474	Region-based
41	5	95216851	144682401	48920961	gain	2.90713077290842	3	1	0.434333094732178	0	Region-based
