#Id	Chromosome	Start	End	Width	Type	fractionalCopyNumber	CopyNumber	Confidence	AlleleFreq	Mask_overlap_fract	Algorithm
60	5	96024675	109610616	8923780	gain	2.90713077290842	3	1	0.453565386454208	0	Region-based
8	3	2856466	28377312	28362744	loss	1.04326530251739	1	0.996484496306704	0.488689489626151	0.0405792412244605	Region-based
6	1	36161409	49590440	12809060	gain	2.41186185381967	2	0.992020899601001	0.176377613614197	0	Region-based
97	13	60445159	89932355	37642800	loss	1.15669023522621	1	0.999999994917475	0.147552398017418	0.00290813533576474	Region-based
60	5	89934475	154427175	58402500	gain	3.04651645789794	3	0.999999994917475	0.914580581740049	0	Region-based
173	17	60445159	83257441	8923780	loss	1.03613695344942	1	1	0.142630968652394	0.00290813533576474	Region-based
24	1	36161409	40956367	3171158	gain	2.35275522722839	2	0.999999999999999	0.118146143581339	0	Region-based
49	6	88027350	92014202	8006183	gain	2.95735461577801	3	1	0.434333094732178	0	Region-based
173	17	109619453	83257441	8006183	loss	1.03269928314502	1	0.999999999999985	0.453565386454208	0.262095240226464	Region-based
60	6	109610616	144146157	787698	loss	1.03613695344942	1	1	0.461274159030851	0.218540608202636	Region-based
60	7	95216851	159345973	14645676	loss	1.0226210207477	1	1	0.478367348741306	0.00290813533576474	Region-based
24	1	54333990	180991554	126657564	loss	1.03269928314502	1	0.999999999999999	0.276124128991283	0.00318736589628394	Region-based
49	5	57042204	7.08215e+07	3171158	gain	2.86866618946436	3	1	0.421654882386895	0	Region-based
41	7	113054665	144146157	2644082	gain	2.90713077290842	3	1	0.434333094732178	0.042357201910114	Region-based
97	13	13249996	29126411	47010716	gain	2.60492346590646	4	1	0.266146780354615	0.0405792412244605	Region-based
49	5	95216851	109610616	8006183	loss	1.03269928314502	1	1	0.421654882386895	0.0162454699121712	Region-based
58	7	96024675	159334984	90996109	loss	1.46770643929077	1	1	0.574087819828509	0	Region-based
56	5	154427175	154430085	58402500	gain	3.04651645789794	3	1	0.588315000329735	0.262095240226464	Region-based
9	1	54333990	180991554	90996109	gain	2.55224825798257	3	0.99246101773383	0.118146143581339	0	Region-based
42	5	92017586	113054665	8923780	gain	3.8291611634801	3	1	0.674611727759902	0	Region-based
8	3	21185509	73804209	2644082	loss	1.03613695344942	1	1	0.130279980937247	0.00318736589628394	Region-based
25	3	29126411	34114989	1092563	gain	2.5624558189155	3	0.999997253356092	0.142630968652394	0	Region-based
56	5	96024675	154427175	14645676	loss	0.851824360342982	1	1	0.478677307889005	0	Region-based
6	1	36154423	42052529	2057474	loss	1.03613695344942	1	0.999999882457457	0.413353975962337	0	Region-based
56	5	95216851	144682401	48920961	loss	1.03269928314502	1	1	0.479377558172074	0.00290813533576474	Region-based
173	13	109610616	112266967	37642800	loss	1.03613695344942	1	1	0.49019163698891	0.218540608202636	Region-based
36	5	33994569	39493048	3171158	gain	2.23629228716268	2	0.999999999999985	0.130279980937247	0.0162454699121712	Region-based
42	7	89934475	112263535	8923780	loss	1.73944003812551	2	1	0.421654882386895	0.00290813533576474	Region-based
173	13	112266967	114364328	3195695	loss	1.01961672602218	1	1	0.434333094732178	0.042357201910114	Region-based
50	5	89934475	170739897	16309812	loss	1.56009765330438	2	1	0.434333094732178	0	Region-based
