sample	chromosome	start	end	segVal
Synthetic_Patient4	1	2856466	36154423	2.28526193730479
Synthetic_Patient4	1	23881465	33998775	2.60492346590646
Synthetic_Patient4	1	28377312	36161409	2.82670795192467
Synthetic_Patient4	1	32307917	42052529	3.3492234555198
Synthetic_Patient4	1	32307917	42052529	0.851824360342982
Synthetic_Patient4	1	36154423	45227209	1.56009765330438
Synthetic_Patient4	1	36161409	49590440	2.55224825798257
Synthetic_Patient4	1	39487341	42052529	2.60492346590646
Synthetic_Patient4	1	39493048	73804209	2.82670795192467
Synthetic_Patient4	1	45227209	49590440	1.73944003812551
Synthetic_Patient4	12	92676343	112263535	2.95735461577801
Synthetic_Patient4	12	112266967	133275309	2.90713077290842
Synthetic_Patient4	13	14568	54550171	2.41186185381967
Synthetic_Patient4	13	2579724	45223687	0.851824360342982
Synthetic_Patient4	13	13249996	54550171	1.04326530251739
Synthetic_Patient4	13	13249996	73804209	2.28526193730479
Synthetic_Patient4	3	39493048	42051978	2.23629228716268
Synthetic_Patient4	5	92017586	113054665	1.73944003812551
Synthetic_Patient4	5	92017586	159334984	1.03269928314502
Synthetic_Patient4	5	92017586	144682401	2.90713077290842
Synthetic_Patient4	5	95216851	144682401	1.04124488365585
Synthetic_Patient4	5	96024675	113054665	2.90713077290842
Synthetic_Patient4	6	21185509	49590440	2.55224825798257
Synthetic_Patient4	6	57042204	81008575	1.15669023522621
Synthetic_Patient4	6	89934475	170739897	3.17663000065947
Synthetic_Patient4	6	144137812	144146157	2.9225483180617
Synthetic_Patient4	7	36161409	40956367	1.04124488365585
Synthetic_Patient4	7	62502633	88027350	3.97613134214632
Synthetic_Patient4	7	70821500	89932355	3.97613134214632
Synthetic_Patient4	7	144682401	154430085	1.46770643929077
