#Id	Chromosome	Start	End	Width	Type	fractionalCopyNumber	CopyNumber	Confidence	AlleleFreq	Mask_overlap_fract	Algorithm
127	21	46709983	46709983	8006183	gain	2.95735461577801	3	1	0.479377558172074	0	Region-based
59	7	88027350	92014202	8923780	loss	1.01961672602218	1	1	0.574087819828509	0	Region-based
25	1	34114989	54550171	9322962	gain	2.5624558189155	3	1	0.276124128991283	0	Region-based
59	6	154427175	154430085	58402500	loss	0.851824360342982	1	1	0.478367348741306	0.042357201910114	Region-based
59	5	89934475	95213281	3986852	loss	1.46770643929077	1	1	0.453565386454208	0	Region-based
59	7	89934475	154427175	90996109	loss	1.56009765330438	2	1	0.461274159030851	0	Region-based
57	4	112263535	154430085	16934273	gain	3.04651645789794	3	1	0.914580581740049	0.262095240226464	Region-based
9	3	33994569	39493048	2478919	gain	2.28526193730479	2	0.999999999999988	0.118146143581339	0	Region-based
36	5	29126411	40959415	3171158	gain	2.55224825798257	3	1	0.281227909457752	0	Region-based
57	7	92017586	109610616	536244	loss	1.01961672602218	1	1	0.478677307889005	0.0177452187405676	Region-based
58	5	62502633	7.08215e+07	1092563	loss	1.73944003812551	2	1	0.421654882386895	0	Region-based
58	7	7.08215e+07	7.08215e+07	14645676	loss	1.0226210207477	1	1	0.49019163698891	0	Region-based
94	13	92676343	114364328	16309812	gain	2.86866618946436	3	1	0.461274159030851	0	Region-based
9	1	23881465	34114989	2057474	gain	2.35275522722839	2	0.999997253356092	0.176377613614197	0	Region-based
90	13	84667840	89932355	8006183	loss	1.15669023522621	1	1	0.49019163698891	0	Region-based
43	5	113054665	144146157	8006183	gain	2.86866618946436	3	1	0.483650358427489	0.218540608202636	Region-based
97	17	109619453	83257441	536244	loss	1.01961672602218	1	1	0.421654882386895	0.262095240226464	Region-based
8	3	930198	28377312	15876415	gain	2.28526193730479	2	0.996484496306704	0.488689489626151	0.0204804474792513	Region-based
60	5	112263535	144689308	8923780	gain	3.8291611634801	3	0.999999994917475	0.588315000329735	0.042357201910114	Region-based
26	1	29126411	40959415	12809060	loss	1.04326530251739	1	0.99246101773383	0.176377613614197	0.00290813533576474	Region-based
36	4	930198	40956367	28362744	gain	2.41186185381967	2	1	0.488689489626151	0	Region-based
8	1	36161409	73804209	536244	gain	2.55224825798257	4	0.999999999999988	0.276124128991283	0	Region-based
94	23	2579724	54550171	22951267	gain	2.60492346590646	3	1	0.432597388497118	0.0204804474792513	Region-based
59	6	81008575	89932355	8006183	loss	1.03613695344942	1	0.999999995818888	0.434333094732178	0.0162454699121712	Region-based
173	13	109619453	114364328	126657564	gain	3.04651645789794	3	1	0.588315000329735	0.042357201910114	Region-based
95	13	80999819	84667840	16934273	gain	3.17663000065947	3	1	0.523258228948969	0	Region-based
127	23	92676343	112263535	2644082	gain	3.04651645789794	3	1	0.914580581740049	0	Region-based
8	3	39487341	45227209	5372352	loss	1.73944003812551	2	0.999999999999999	0.276124128991283	0	Region-based
36	6	33998775	42051978	2155648	loss	1.04124488365585	1	1	0.118146143581339	0.0177452187405676	Region-based
